,state,status,latlon,lat,lon
2209,IL,1004,"(41.801141, -88.0747875)",41.801141,-88.0747875
2208,IL,51,"(42.4105765, -88.0261911)",42.4105765,-88.0261911
2207,IL,109,"(42.0055985, -87.735572)",42.0055985,-87.735572
2206,IL,642,"(42.1900249, -87.9084039)",42.1900249,-87.9084039
2204,IL,1,"(36.5097193, -82.7649134)",36.5097193,-82.7649134
2203,IL,5,"(40.1481349, -89.3636569)",40.1481349,-89.3636569
2326,IL,1,"(39.9523993, -75.1635899)",39.9523993,-75.1635899
2202,IL,1,"(29.4113963, -98.436269)",29.4113963,-98.436269
2214,IL,599,"(41.8800296, -88.0078435)",41.8800296,-88.0078435
2263,IL,88,"(38.3172715, -88.9031201)",38.3172715,-88.9031201
2230,IL,8,"(41.5039235, -87.7131018)",41.5039235,-87.7131018
2232,IL,88,"(41.8791979, -87.8431155)",41.8791979,-87.8431155
2261,IL,1,"(42.0664167, -87.9372908)",42.0664167,-87.9372908
2260,IL,154,"(42.0664167, -87.9372908)",42.0664167,-87.9372908
2259,IL,4,"(38.4108801, -87.7614174)",38.4108801,-87.7614174
2258,IL,48,"(42.0664167, -87.9372908)",42.0664167,-87.9372908
2257,IL,7,"(38.3172715, -88.9031201)",38.3172715,-88.9031201
2256,IL,153,"(42.0664167, -87.9372908)",42.0664167,-87.9372908
2255,IL,71,"(42.0405857, -87.7825696)",42.0405857,-87.7825696
2253,IL,4,"(41.809751, -89.9651186)",41.809751,-89.9651186
2252,IL,10,"(41.357254, -88.4211785)",41.357254,-88.4211785
2251,IL,9,"(39.2052633, -89.5057126)",39.2052633,-89.5057126
2250,IL,9,"(40.9127103, -90.6472477)",40.9127103,-90.6472477
2249,IL,8,"(41.420034, -87.7417115)",41.420034,-87.7417115
2248,IL,2,"(41.1721844, -87.6697967)",41.1721844,-87.6697967
2231,IL,13,"(39.4842821, -88.3773279)",39.4842821,-88.3773279
2247,IL,852,"(41.5067003, -90.5151342)",41.5067003,-90.5151342
2245,IL,3,"(41.4553084, -88.2617305)",41.4553084,-88.2617305
2244,IL,1,"(40.9044778, -89.0345224)",40.9044778,-89.0345224
2243,IL,1,"(38.4614404, -90.0917755)",38.4614404,-90.0917755
2242,IL,7,"(41.453089, -90.5720803)",41.453089,-90.5720803
2241,IL,7,"(42.2333571, -87.9259058)",42.2333571,-87.9259058
2240,IL,5,"(37.1511655, -88.7319979)",37.1511655,-88.7319979
2239,IL,170,"(41.9005865, -87.8567277)",41.9005865,-87.8567277
2236,IL,11,"(38.0933811, -88.5356076)",38.0933811,-88.5356076
2235,IL,27,"(42.3294391, -88.4605713)",42.3294391,-88.4605713
2234,IL,16,"(40.201542, -100.625654)",40.201542,-100.625654
2233,IL,2,"(41.9181748, -87.719251)",41.9181748,-87.719251
2246,IL,5,"(41.5261437, -87.8892189)",41.5261437,-87.8892189
2327,IL,4,"(38.0803286, -89.3820321)",38.0803286,-89.3820321
2329,IL,114,"(41.623191, -88.2284325789041)",41.623191,-88.2284325789
2424,IL,6,"(38.3662806, -89.4201902)",38.3662806,-89.4201902
2423,IL,673,"(41.817807, -88.1734021)",41.817807,-88.1734021
2422,IL,1,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
2421,IL,10,"(41.8891319, -87.9774854)",41.8891319,-87.9774854
2420,IL,1187,"(42.2204892, -87.9803604)",42.2204892,-87.9803604
2419,IL,1,"(38.960601, -89.0936778)",38.960601,-89.0936778
2418,IL,940,"(40.1117174, -88.207301)",40.1117174,-88.207301
2417,IL,30,"(41.4400344, -87.683377)",41.4400344,-87.683377
2416,IL,4,"(37.4616454, -89.2504793)",37.4616454,-89.2504793
2415,IL,1,"(38.7292147, -89.8831541)",38.7292147,-89.8831541
2414,IL,2,"(42.231259, -88.1538380590975)",42.231259,-88.1538380591
2413,IL,80,"(41.5733669, -87.7844944)",41.5733669,-87.7844944
2412,IL,2,"(39.548935, -89.294533)",39.548935,-89.294533
2425,IL,52,"(38.3358857, -90.1498341)",38.3358857,-90.1498341
2411,IL,11,"(41.9889173, -88.6867538)",41.9889173,-88.6867538
2409,IL,1,"(41.7880876, -87.810334)",41.7880876,-87.810334
2408,IL,3,"(37.7887355, -122.4034721)",37.7887355,-122.4034721
2407,IL,1,"(34.2209965, -77.8668573)",34.2209965,-77.8668573
2406,IL,1,"(34.2209965, -77.8668573)",34.2209965,-77.8668573
2405,IL,1,"(34.2209965, -77.8668573)",34.2209965,-77.8668573
2404,IL,2,"(34.2209965, -77.8668573)",34.2209965,-77.8668573
2403,IL,1,"(34.2209965, -77.8668573)",34.2209965,-77.8668573
2402,IL,1,"(34.2209965, -77.8668573)",34.2209965,-77.8668573
2401,IL,1,"(-4.5271203, 120.2077887)",-4.5271203,120.2077887
2400,IL,4,"(41.7614181, -88.443686)",41.7614181,-88.443686
2399,IL,2,"(41.1210446, -88.835256)",41.1210446,-88.835256
2398,IL,23,"(42.0255827, -88.1784085)",42.0255827,-88.1784085
2397,IL,6,"(41.9055862, -87.8836732)",41.9055862,-87.8836732
2410,IL,5,"(38.5339392, -89.9889936)",38.5339392,-89.9889936
2396,IL,13,"(41.788642, -89.6962194)",41.788642,-89.6962194
2426,IL,1,"(41.7716963, -88.7736942)",41.7716963,-88.7736942
2428,IL,3,"(42.2589122, -88.1392474)",42.2589122,-88.1392474
2201,IL,1185,"(42.2830786, -87.9531303)",42.2830786,-87.9531303
2455,IL,26,"(42.4461322, -87.8328505)",42.4461322,-87.8328505
2454,IL,7,"(38.8979586, -123.2144507)",38.8979586,-123.2144507
2453,IL,5,"(41.6897549, -87.7972754)",41.6897549,-87.7972754
2452,IL,33,"(42.3149592, -88.4475375)",42.3149592,-88.4475375
2451,IL,63,"(41.7563344, -88.045559)",41.7563344,-88.045559
2450,IL,1,"(41.991584, -88.4612904)",41.991584,-88.4612904
2449,IL,67,"(41.9633625, -87.9789562)",41.9633625,-87.9789562
2448,IL,1,"(42.478934, -87.8238485)",42.478934,-87.8238485
2447,IL,12,"(42.1080834, -87.7358951)",42.1080834,-87.7358951
2446,IL,1,"(42.3255276, -89.1496574)",42.3255276,-89.1496574
2445,IL,3,"(41.8616956, -88.1609031)",41.8616956,-88.1609031
2444,IL,1,"(39.7459468, -75.546589)",39.7459468,-75.546589
2427,IL,1,"(40.7761465, -87.7364218)",40.7761465,-87.7364218
2443,IL,27,"(42.0757315, -87.7193768)",42.0757315,-87.7193768
2441,IL,1,"(26.646575, -80.131247)",26.646575,-80.131247
2440,IL,78,"(42.1250895, -87.9292806729976)",42.1250895,-87.929280673
2439,IL,38,"(41.8646959, -88.1101709)",41.8646959,-88.1101709
2438,IL,165,"(41.7958639, -87.9756175)",41.7958639,-87.9756175
2437,IL,4,"(41.8097533, -87.9006155)",41.8097533,-87.9006155
2436,IL,177,"(41.8505866, -87.8820048)",41.8505866,-87.8820048
2435,IL,7,"(40.6374472, -111.9702153)",40.6374472,-111.9702153
2434,IL,2,"(37.8978275, -88.9314583)",37.8978275,-88.9314583
2433,IL,4,"(42.0980812, -88.2828581)",42.0980812,-88.2828581
2432,IL,2,"(41.5645337, -93.7595281)",41.5645337,-93.7595281
2431,IL,46,"(41.8847507, -88.2039607)",41.8847507,-88.2039607
2430,IL,4,"(41.4362959, -88.7735491)",41.4362959,-88.7735491
2429,IL,211,"(42.3636331, -87.8447938)",42.3636331,-87.8447938
2442,IL,43,"(33.9195386, -118.2674354)",33.9195386,-118.2674354
2395,IL,1,"(30.2565841, -91.2309408)",30.2565841,-91.2309408
2394,IL,299,"(41.9139556, -88.31249)",41.9139556,-88.31249
2393,IL,160,"(41.9139556, -88.31249)",41.9139556,-88.31249
2358,IL,6291,"(41.9941334, -87.8756737)",41.9941334,-87.8756737
2357,IL,33,"(41.9847505, -88.0797933)",41.9847505,-88.0797933
2356,IL,8,"(42.4133505, -89.0092742)",42.4133505,-89.0092742
2355,IL,47,"(41.6475306, -88.0895061)",41.6475306,-88.0895061
2354,IL,2480,"(42.0841936, -88.0131275)",42.0841936,-88.0131275
2352,IL,1,"(39.6204499, -77.6925663906989)",39.6204499,-77.6925663907
2351,IL,3,"(42.4525157, -89.0723317)",42.4525157,-89.0723317
2348,IL,68,"(41.5094771, -90.5787477)",41.5094771,-90.5787477
2347,IL,1,"(41.9239178, -89.0687074)",41.9239178,-89.0687074
2345,IL,1873,"(42.1676068, -87.8970986)",42.1676068,-87.8970986
2359,IL,1,"(44.7391873, -93.12611)",44.7391873,-93.12611
2344,IL,1,"(40.1005927, -85.9680389)",40.1005927,-85.9680389
2342,IL,2,"(41.9258642, -87.8358943)",41.9258642,-87.8358943
2341,IL,17,"(41.8978091, -87.8139483)",41.8978091,-87.8139483
2340,IL,9,"(41.484479, -87.7033787)",41.484479,-87.7033787
2339,IL,18,"(37.5385087, -77.43428)",37.5385087,-77.43428
2338,IL,3,"(42.0860789, -88.2777918)",42.0860789,-88.2777918
2337,IL,1,"(38.2117173, -89.9942741)",38.2117173,-89.9942741
2336,IL,3,"(40.3083672, -88.1558785)",40.3083672,-88.1558785
2335,IL,2,"(47.1072386, -88.5959665)",47.1072386,-88.5959665
2334,IL,72,"(39.9356016, -91.4098727)",39.9356016,-91.4098727
2333,IL,2,"(42.0953049, -87.9375694)",42.0953049,-87.9375694
2332,IL,2,"(41.368092, -89.4648145)",41.368092,-89.4648145
2331,IL,8,"(41.6317008, -87.681437)",41.6317008,-87.681437
2330,IL,5,"(41.6628076, -88.5370197)",41.6628076,-88.5370197
2343,IL,1,"(41.6333678, -87.6331021)",41.6333678,-87.6331021
2360,IL,2,"(37.4236626, -88.3461483)",37.4236626,-88.3461483
2361,IL,2,"(42.353355, -88.0934145)",42.353355,-88.0934145
2362,IL,4,"(42.3716881, -88.0900806)",42.3716881,-88.0900806
2391,IL,1,"(44.060747, -123.0226321)",44.060747,-123.0226321
2390,IL,2902,"(39.7989763, -89.6443688)",39.7989763,-89.6443688
2388,IL,13,"(41.6008681, -87.6069894)",41.6008681,-87.6069894
2387,IL,28,"(41.9941938, -88.2922996)",41.9941938,-88.2922996
2386,IL,2,"(42.4930708, -89.0367764)",42.4930708,-89.0367764
2385,IL,18,"(42.088522, -88.1484037108492)",42.088522,-88.1484037108
2384,IL,3,"(38.4086616, -89.9920501)",38.4086616,-89.9920501
2383,IL,432,"(42.0333694, -87.7333972)",42.0333694,-87.7333972
2382,IL,12,"(38.5614383, -89.8973233)",38.5614383,-89.8973233
2381,IL,11,"(38.2120144, -85.2235666)",38.2120144,-85.2235666
2380,IL,1,"(42.2389105, -89.3578886)",42.2389105,-89.3578886
2379,IL,1,"(47.6038321, -122.3300624)",47.6038321,-122.3300624
2377,IL,23,"(41.9558637, -87.8708965)",41.9558637,-87.8708965
2375,IL,1,"(42.0333608, -88.083406)",42.0333608,-88.083406
2374,IL,10466,"(42.0333608, -88.083406)",42.0333608,-88.083406
2372,IL,16,"(42.0333608, -88.083406)",42.0333608,-88.083406
2370,IL,5,"(40.054753, -88.2517165)",40.054753,-88.2517165
2369,IL,21,"(38.5964402, -90.1848331)",38.5964402,-90.1848331
2368,IL,1,"(26.362293, -97.5858204)",26.362293,-97.5858204
2367,IL,2,"(41.982789, -88.167956)",41.982789,-88.167956
2366,IL,1,"(32.7174209, -117.1627714)",32.7174209,-117.1627714
2365,IL,2,"(38.6269929, -88.9456158)",38.6269929,-88.9456158
2364,IL,1,"(39.3914432, -84.7424513)",39.3914432,-84.7424513
2363,IL,2,"(40.1211577, -90.5631829)",40.1211577,-90.5631829
2328,IL,3,"(42.0686367, -88.4134159)",42.0686367,-88.4134159
2200,IL,2,"(30.0788155, -92.1923487)",30.0788155,-92.1923487
2349,IL,249,"(42.2713945, -89.093966)",42.2713945,-89.093966
2198,IL,414,"(41.673642, -88.0017261)",41.673642,-88.0017261
2037,IL,4,"(41.7411454, -87.6125481)",41.7411454,-87.6125481
2036,IL,22,"(39.4961458, -88.1761521)",39.4961458,-88.1761521
2033,IL,21,"(41.4294753, -88.2286735)",41.4294753,-88.2286735
2032,IL,428,"(40.1164205, -88.2433829)",40.1164205,-88.2433829
2031,IL,1,"(43.0742443, -93.2548746)",43.0742443,-93.2548746
2030,IL,3,"(38.5250491, -89.1334037)",38.5250491,-89.1334037
2029,IL,1,"(40.4239229, -111.7539216)",40.4239229,-111.7539216
2028,IL,1,"(38.6367162, -90.0256606)",38.6367162,-90.0256606
2027,IL,3,"(42.2119684, -88.2381381)",42.2119684,-88.2381381
2026,IL,4,"(40.416433, -91.1362537)",40.416433,-91.1362537
2025,IL,8,"(37.7597872, -89.0774278)",37.7597872,-89.0774278
2038,IL,1,"(40.7417014, -88.7197856)",40.7417014,-88.7197856
2024,IL,2,"(39.3022693, -90.4070632)",39.3022693,-90.4070632
2022,IL,1,"(48.1425652, -92.2429796)",48.1425652,-92.2429796
2020,IL,47,"(41.9125286, -88.1347927)",41.9125286,-88.1347927
2019,IL,1,"(39.9788383, -86.118731)",39.9788383,-86.118731
2018,IL,10,"(38.6103264, -89.3725796)",38.6103264,-89.3725796
2017,IL,7,"(39.2797699, -89.8817662)",39.2797699,-89.8817662
2016,IL,274,"(37.7274692, -89.216655)",37.7274692,-89.216655
2015,IL,1,"(40.0392139, -91.0693041)",40.0392139,-91.0693041
2014,IL,2,"(41.6639076, -87.6575786)",41.6639076,-87.6575786
2013,IL,3,"(41.616016, -87.5295837)",41.616016,-87.5295837
2012,IL,2,"(37.0057958, -89.1772449)",37.0057958,-89.1772449
2011,IL,7,"(38.5713356, -90.1876115)",38.5713356,-90.1876115
2010,IL,3,"(42.1269692, -89.2556618)",42.1269692,-89.2556618
2009,IL,366,"(41.7489203, -87.9183919)",41.7489203,-87.9183919
2023,IL,54,"(42.1211364, -88.2578582)",42.1211364,-88.2578582
2008,IL,1,"(42.0528038, -88.5481412)",42.0528038,-88.5481412
2039,IL,13,"(33.9795655, -116.970584440156)",33.9795655,-116.97058444
2069,IL,2,"(41.8648932, -70.9227968)",41.8648932,-70.9227968
2068,IL,316,"(39.8454163, -88.9524151)",39.8454163,-88.9524151
2067,IL,34,"(41.7508713, -87.9739593)",41.7508713,-87.9739593
2066,IL,31,"(40.125222, -87.6304614)",40.125222,-87.6304614
2065,IL,61,"(42.2411344, -88.3161965)",42.2411344,-88.3161965
2064,IL,2,"(41.4444791, -87.6314312)",41.4444791,-87.6314312
2063,IL,1,"(41.6611444, -87.7525511)",41.6611444,-87.7525511
2062,IL,5,"(41.5697655, -88.106811952022)",41.5697655,-88.106811952
2061,IL,7,"(41.7771605, -87.872974798069)",41.7771605,-87.8729747981
2060,IL,28,"(34.0007493, -81.0343313)",34.0007493,-81.0343313
2059,IL,1,"(38.6703267, -89.9845476)",38.6703267,-89.9845476
2058,IL,2,"(38.5896187, -89.420064)",38.5896187,-89.420064
2057,IL,6,"(41.7975307, -87.9547835)",41.7975307,-87.9547835
2056,IL,1,"(42.377152, -88.174555)",42.377152,-88.174555
2052,IL,2,"(45.9680811, -89.8931794)",45.9680811,-89.8931794
2049,IL,1,"(41.8755546, -87.6244212)",41.8755546,-87.6244212
2048,IL,1,"(41.8966529, -87.6281533)",41.8966529,-87.6281533
2047,IL,23,"(41.7014217, -87.7792196)",41.7014217,-87.7792196
2046,IL,17,"(41.5062834, -87.6357079)",41.5062834,-87.6357079
2045,IL,94391,"(41.8755546, -87.6244212)",41.8755546,-87.6244212
2055,IL,27,"(41.8455878, -87.7539448)",41.8455878,-87.7539448
2070,IL,27,"(42.1608585, -88.0814651)",42.1608585,-88.0814651
2007,IL,2,"(41.741406, -87.7686078)",41.741406,-87.7686078
2005,IL,695,"(41.9811409, -89.5951117)",41.9811409,-89.5951117
1972,IL,1,"(32.651488, -85.4535358625927)",32.651488,-85.4535358626
1971,IL,1,"(39.9608826, -89.7239944)",39.9608826,-89.7239944
1970,IL,69,"(42.3666316, -71.0924942)",42.3666316,-71.0924942
1969,IL,3,"(39.5203188, -89.0489712)",39.5203188,-89.0489712
1968,IL,3,"(41.8661417, -89.2212088)",41.8661417,-89.2212088
1967,IL,1,"(39.7147552, -88.472278)",39.7147552,-88.472278
1966,IL,4,"(42.0812678, -87.9800662)",42.0812678,-87.9800662
1965,IL,4044,"(42.0812678, -87.9800662)",42.0812678,-87.9800662
1963,IL,4,"(33.5336968, -82.1102855)",33.5336968,-82.1102855
1962,IL,127,"(33.7750641, -118.1793493)",33.7750641,-118.1793493
1961,IL,3,"(39.684755, -88.3064367)",39.684755,-88.3064367
1960,IL,2,"(37.4603274, -89.2470282)",37.4603274,-89.2470282
1973,IL,1592,"(41.7571701, -88.3147539)",41.7571701,-88.3147539
1959,IL,9,"(38.8906038, -90.1842764)",38.8906038,-90.1842764
1957,IL,20,"(41.6689223, -87.7386619)",41.6689223,-87.7386619
1956,IL,13,"(42.1655801, -88.2942493)",42.1655801,-88.2942493
1954,IL,2,"(38.3775484, -88.0561465)",38.3775484,-88.0561465
1953,IL,112,"(41.931696, -87.9889556)",41.931696,-87.9889556
1951,IL,642,"(41.71961645, -87.6220912736948)",41.71961645,-87.6220912737
1949,IL,1,"(42.4732841, -71.2112437)",42.4732841,-71.2112437
1948,IL,2,"(41.8827513320369, -87.636532435662)",41.882751332,-87.6365324357
1947,IL,1,"(42.0333694, -87.7333972)",42.0333694,-87.7333972
1946,IL,1,"(33.4221395, -111.860123)",33.4221395,-111.860123
2199,IL,3,"(42.3804975, -89.8220784)",42.3804975,-89.8220784
1958,IL,2,"(42.7006324, -74.0337382)",42.7006324,-74.0337382
2006,IL,1,"(40.797661, -77.8649892036978)",40.797661,-77.8649892037
1974,IL,105,"(42.1933581, -87.8664579)",42.1933581,-87.8664579
1976,IL,2,"(39.6942135, -91.0390246)",39.6942135,-91.0390246
2004,IL,6,"(41.8228378, -87.848085)",41.8228378,-87.848085
2003,IL,15,"(41.8639201, -87.8533931)",41.8639201,-87.8533931
2002,IL,2,"(40.838926, -89.8864976)",40.838926,-89.8864976
2001,IL,12,"(41.7500323, -87.8042216)",41.7500323,-87.8042216
2000,IL,1,"(36.0325687, -86.7825235)",36.0325687,-86.7825235
1999,IL,8,"(41.1421905, -87.8613221)",41.1421905,-87.8613221
1998,IL,16,"(41.1639309, -87.8839693)",41.1639309,-87.8839693
1997,IL,382,"(41.7003302, -88.0717708)",41.7003302,-88.0717708
1996,IL,49,"(29.264415, -95.9438434)",29.264415,-95.9438434
1995,IL,10,"(41.65530805, -87.6775906182415)",41.65530805,-87.6775906182
1993,IL,1283,"(40.4731073, -88.9941403)",40.4731073,-88.9941403
1992,IL,245,"(41.9575285, -88.0809036)",41.9575285,-88.0809036
1975,IL,132,"(42.1539141, -88.1361888)",42.1539141,-88.1361888
1989,IL,10,"(41.8505874, -87.7936685)",41.8505874,-87.7936685
1988,IL,3,"(41.8889194, -87.9033956)",41.8889194,-87.9033956
1987,IL,2,"(37.9967163, -88.9200685)",37.9967163,-88.9200685
1986,IL,1,"(41.9538384, -87.9431781)",41.9538384,-87.9431781
1985,IL,178,"(41.9538384, -87.9431781)",41.9538384,-87.9431781
1984,IL,16,"(42.2579991, -88.841734)",42.2579991,-88.841734
1983,IL,1,"(42.5083272, -89.031784)",42.5083272,-89.031784
1982,IL,12,"(41.8814197, -87.883117)",41.8814197,-87.883117
1981,IL,11,"(38.5200504, -89.9839935)",38.5200504,-89.9839935
1980,IL,15,"(41.7628101, -87.8000551)",41.7628101,-87.8000551
1979,IL,337,"(41.8500284, -88.3125738)",41.8500284,-88.3125738
1978,IL,49,"(41.9908485, -88.1850028)",41.9908485,-88.1850028
1977,IL,1,"(41.8075804, -89.9611964)",41.8075804,-89.9611964
1990,IL,2,"(41.5255466, -90.5081478)",41.5255466,-90.5081478
2071,IL,1108,"(42.1711365, -87.8445119)",42.1711365,-87.8445119
2021,IL,1,"(41.9125286, -88.1347927)",41.9125286,-88.1347927
2073,IL,1,"(41.5910641, -93.6037149)",41.5910641,-93.6037149
2164,IL,34,"(41.5572567, -87.6656015)",41.5572567,-87.6656015
2163,IL,1,"(42.2000966, -71.4245049)",42.2000966,-71.4245049
2161,IL,2762,"(42.0426639, -88.079871)",42.0426639,-88.079871
2160,IL,24,"(-21.1561234, 148.961459)",-21.1561234,148.961459
2159,IL,1,"(41.7689207, -87.857835)",41.7689207,-87.857835
2158,IL,62,"(41.8008642, -87.9370052)",41.8008642,-87.9370052
2157,IL,3,"(41.8536425, -87.8395035)",41.8536425,-87.8395035
2156,IL,2,"(43.639482, -116.313564)",43.639482,-116.313564
2155,IL,27,"(41.8778084, -87.9028398)",41.8778084,-87.9028398
2154,IL,58,"(42.1816919, -87.8003438)",42.1816919,-87.8003438
2153,IL,2,"(38.7394918, -89.6712008)",38.7394918,-89.6712008
2165,IL,1,"(40.4672587, -87.6683573)",40.4672587,-87.6683573
2151,IL,13,"(41.7255879, -87.825055)",41.7255879,-87.825055
2149,IL,2,"(38.9695316, -77.3859479)",38.9695316,-77.3859479
2148,IL,11,"(41.571701, -87.6944915)",41.571701,-87.6944915
2147,IL,10,"(42.2169686, -88.0495211)",42.2169686,-88.0495211
2146,IL,2,"(40.3014316, -90.0633625)",40.3014316,-90.0633625
2145,IL,4,"(41.9669615, -87.8076726)",41.9669615,-87.8076726
2144,IL,22,"(41.6100344, -87.6467132)",41.6100344,-87.6467132
2143,IL,3,"(42.422241, -88.6137101)",42.422241,-88.6137101
2142,IL,1,"(37.7385, -88.5405213)",37.7385,-88.5405213
2141,IL,1,"(42.8102934, -71.3046291193586)",42.8102934,-71.3046291194
2140,IL,1,"(41.9994722, -88.1450735)",41.9994722,-88.1450735
2139,IL,11,"(41.9994722, -88.1450735)",41.9994722,-88.1450735
2138,IL,105,"(42.0978028, -88.5303643)",42.0978028,-88.5303643
2137,IL,80,"(42.3702996, -87.9020186)",42.3702996,-87.9020186
2150,IL,5,"(37.8031056, -89.0275744)",37.8031056,-89.0275744
2166,IL,2,"(29.7589382, -95.3676974)",29.7589382,-95.3676974
2167,IL,1,"(39.7967015, -87.8686414)",39.7967015,-87.8686414
2168,IL,8,"(42.1722503, -88.42692)",42.1722503,-88.42692
2197,IL,10,"(36.2079779, -86.2910945)",36.2079779,-86.2910945
2196,IL,4,"(33.9562149, -83.9879625)",33.9562149,-83.9879625
2195,IL,1,"(41.3555415, -89.0401027475627)",41.3555415,-89.0401027476
2194,IL,11,"(41.5662245, -87.5381569)",41.5662245,-87.5381569
2193,IL,2,"(42.22919, -88.355086)",42.22919,-88.355086
2192,IL,169,"(42.1969689, -88.0934108)",42.1969689,-88.0934108
2191,IL,11,"(42.4169651, -88.0739708)",42.4169651,-88.0739708
2190,IL,41,"(42.1816908, -88.3303618)",42.1816908,-88.3303618
2189,IL,863,"(42.2586342, -87.840625)",42.2586342,-87.840625
2187,IL,8,"(42.2789117, -87.8342362)",42.2789117,-87.8342362
2186,IL,3,"(42.212614, -88.1671543705755)",42.212614,-88.1671543706
2185,IL,1,"(40.0767776, -75.0396157)",40.0767776,-75.0396157
2072,IL,138,"(41.9294736, -88.7503647)",41.9294736,-88.7503647
2183,IL,1,"(41.6105983, -86.7225227)",41.6105983,-86.7225227
2182,IL,66,"(41.8054577, -87.8748644)",41.8054577,-87.8748644
2181,IL,2,"(41.8864168, -88.4089663)",41.8864168,-88.4089663
2180,IL,1,"(40.373057, -74.6055114262836)",40.373057,-74.6055114263
2179,IL,46,"(42.1705807, -88.0478532)",42.1705807,-88.0478532
2178,IL,1,"(41.2455927, -89.9248303)",41.2455927,-89.9248303
2177,IL,31,"(41.1200325, -87.8611531)",41.1200325,-87.8611531
2176,IL,31,"(41.7444765, -87.8378337)",41.7444765,-87.8378337
2175,IL,64,"(41.5263603, -88.0840212)",41.5263603,-88.0840212
2174,IL,1,"(41.799715, -86.272592)",41.799715,-86.272592
2173,IL,2,"(42.3800209, -88.2420315)",42.3800209,-88.2420315
2172,IL,23,"(30.3321838, -81.655651)",30.3321838,-81.655651
2171,IL,899,"(41.9751722, -88.0067509)",41.9751722,-88.0067509
2170,IL,7,"(42.1180815, -88.0961865)",42.1180815,-88.0961865
2169,IL,3,"(39.7683331, -86.1583502)",39.7683331,-86.1583502
2135,IL,2,"(40.7433682, -88.8814578)",40.7433682,-88.8814578
2184,IL,51,"(40.0767776, -75.0396157)",40.0767776,-75.0396157
2133,IL,8,"(34.851354, -82.3984882)",34.851354,-82.3984882
2101,IL,4,"(40.7213015, -89.2726708)",40.7213015,-89.2726708
2100,IL,1,"(42.08483935, -80.174167928349)",42.08483935,-80.1741679283
2099,IL,3,"(37.733936, -88.343376)",37.733936,-88.343376
2098,IL,3,"(41.9205931, -87.8160169)",41.9205931,-87.8160169
2097,IL,126,"(41.8994745, -87.9403418)",41.8994745,-87.9403418
2096,IL,620,"(42.0041236, -87.9706457)",42.0041236,-87.9706457
2094,IL,16,"(38.4087993, -121.3716178)",38.4087993,-121.3716178
2093,IL,477,"(42.0372487, -88.2811895)",42.0372487,-88.2811895
2092,IL,3,"(37.8136583, -88.4381029)",37.8136583,-88.4381029
2091,IL,1,"(30.461382, -86.5468343847255)",30.461382,-86.5468343847
2090,IL,37,"(39.1201433, -88.54348)",39.1201433,-88.54348
2089,IL,74,"(38.8114364, -89.953157)",38.8114364,-89.953157
